采集时间,环境湿度（%）,环境温度（℃）,设备启动数量（台）,供水温度（℃）,回水温度（℃）,瞬时流量（m3/h）,总制热量（GJ）,总耗电量（kW·h),机组耗电(kW·h）,热单耗（GJ/㎡）,电单耗(kW·h/m2）,系统COP,机组COP,除霜时间（s）,除霜次数,
2021-01-14 00时,35.02,2.81,5,41.35,38.13,33.59,0.45,46.8,43,0.01,1.08,2.67,2.91,,,
2021-01-14 01时,32.41,2.63,4,41.03,38.13,33.55,0.4,40.8,37,0.01,0.94,2.72,3,,,
2021-01-14 02时,32.99,2.43,4,40.71,37.84,33.11,0.23,25.2,22,0.01,0.58,2.54,2.9,,,
2021-01-14 03时,36.71,2.53,4,40.48,37.62,,,,,,,,,,,
2021-01-14 04时,40.8,2.43,4,40.3,37.46,,,,,,,,,,,
2021-01-14 05时,42.8,2.3,4,40.14,37.31,,,,,,,,,,,
2021-01-14 06时,42.81,2.14,4,39.98,37.18,,,,,,,,,,,
2021-01-14 07时,43.27,2.11,4,39.89,37.12,,,,,,,,,,,
2021-01-14 08时,42.12,3.17,2,41.28,35.65,,,,,,,,,,,
2021-01-14 09时,39.03,4.9,0,39.78,37.44,0.03,0,2.4,2,0,0.06,0,0,,,
2021-01-14 10时,33.19,8.4,1,35.19,33.24,29.15,0.2,9.6,6,0,0.22,5.79,9.26,,,
2021-01-14 11时,29.81,9.57,5,32.01,30,50.68,0.41,40.8,36,0.01,0.94,2.79,3.16,439,4,
2021-01-14 12时,31.18,9.35,8,37.13,33.79,50.9,0.69,73.2,68,0.02,1.69,2.62,2.82,105,1,
2021-01-14 13时,31.9,9.2,2,38.55,37.44,64.9,0.25,18,13,0.01,0.42,3.86,5.34,229,2,
2021-01-14 14时,35.41,8.16,3,34.2,32.95,68.24,0.15,28.8,25,0,0.66,1.45,1.67,,,
2021-01-14 15时,37.99,7.47,8,35.45,33.05,68.12,0.71,66,62,0.02,1.52,2.99,3.18,,,
2021-01-14 16时,39.7,6.72,9,39.97,36.88,67.01,0.69,81.6,78,0.02,1.88,2.35,2.46,,,
2021-01-14 17时,41.48,6.1,5,41.47,39.37,67.18,0.94,52.8,50,0.02,1.22,4.95,5.22,,,
2021-01-14 18时,38.83,6.39,3,39.25,37.94,67.21,0.37,31.2,28,0.01,0.72,3.29,3.67,,,
2021-01-14 19时,39.35,6.57,3,37.32,35.48,49.15,0.33,30,28,0.01,0.69,3.06,3.27,,,
2021-01-14 20时,39.16,7.28,5,37.63,34.93,48.1,0.55,46.8,44,0.01,1.08,3.26,3.47,,,
2021-01-14 21时,41.53,7.03,7,39.81,37.26,68.69,0.72,70.8,68,0.02,1.63,2.82,2.94,,,
2021-01-14 22时,45.49,5.57,5,40.7,38.9,68.55,0.51,46.8,43,0.01,1.08,3.03,3.29,,,
2021-01-14 23时,50.09,4.25,4,39.28,37.7,68.31,0.46,43.2,39,0.01,1,2.96,3.28,,,
2021-01-15 00时,53.29,3.48,6,39.67,37.59,68.05,0.59,58.8,55,0.01,1.36,2.79,2.98,,,
2021-01-15 01时,56.24,1.4,6,40.13,38.14,68.28,0.55,56.4,54,0.01,1.3,2.71,2.83,,,
2021-01-15 02时,54.49,1.97,6,39.98,38.07,68.3,0.54,57.6,53,0.01,1.33,2.6,2.83,485,2,
2021-01-15 03时,46.02,1.79,6,39.99,38.07,68.34,0.54,56.4,53,0.01,1.3,2.66,2.83,291,1,
2021-01-15 04时,36.65,2.35,6,40.08,38.08,68.21,0.55,57.6,54,0.01,1.33,2.65,2.83,,,
2021-01-15 05时,36.73,1.74,6,40.19,38.18,68.17,0.56,57.6,54,0.01,1.33,2.7,2.88,,,
2021-01-15 06时,40.83,0.49,6,40.22,38.2,68.2,0.56,61.2,57,0.01,1.41,2.54,2.73,,,
2021-01-15 07时,45.52,-0.17,7,40.53,38.28,68.02,0.63,67.2,63,0.01,1.55,2.6,2.78,,,
2021-01-15 08时,47.77,0.12,7,40.75,38.41,67.21,0.65,67.2,64,0.02,1.55,2.69,2.82,,,
2021-01-15 09时,44.7,0.93,7,40.12,37.68,66.65,0.67,67.2,63,0.02,1.55,2.77,2.95,,,
2021-01-15 10时,45.01,0.96,8,40.01,36.73,58.17,0.76,74.4,71,0.02,1.72,2.84,2.97,,,
2021-01-15 11时,46.92,0.6,8,40.31,36.24,44.35,0.74,73.2,71,0.02,1.69,2.81,2.9,285,1,
2021-01-15 12时,48.01,0.61,8,39.9,36.56,55.53,0.76,75.6,72,0.02,1.74,2.79,2.93,,,
2021-01-15 13时,45.8,-0.2,10,40.31,37.2,67.2,0.86,90,87,0.02,2.08,2.65,2.75,,,
2021-01-15 14时,45.99,-1.1,10,40.8,37.15,62.2,0.92,93.6,90,0.02,2.16,2.73,2.84,,,
2021-01-15 15时,51.03,-1.76,11,40.91,37.44,67.59,0.95,100.8,96,0.02,2.33,2.62,2.75,,,
2021-01-15 16时,55.77,-2.46,10,41.72,38.45,68.48,0.92,98.4,94,0.02,2.27,2.6,2.72,,,
2021-01-15 17时,70.52,-3.71,10,42.47,39.49,68.3,0.84,96,91,0.02,2.22,2.43,2.56,,,
2021-01-15 18时,82.71,-4.26,10,43.02,40.32,64.95,0.7,90,86,0.02,2.08,2.16,2.26,12119,9,
2021-01-15 19时,83.32,-5.72,11,42.69,39.92,68.86,0.84,103.2,98,0.02,2.38,2.26,2.38,1228,4,
2021-01-15 20时,64.95,-5.08,11,42.47,39.78,68.37,0.75,100.8,96,0.02,2.33,2.07,2.17,2470,7,
2021-01-15 21时,50.14,-4.96,9,43.97,40.32,54.38,0.79,91.2,87,0.02,2.1,2.41,2.52,,,
2021-01-15 22时,44.23,-5.2,8,43.68,40.53,52.96,0.71,78,76,0.02,1.8,2.53,2.6,,,
2021-01-15 23时,42.28,-5.48,8,43.26,40.28,56.16,0.71,78,75,0.02,1.8,2.53,2.63,,,
2021-01-16 00时,39.66,-5.5,8,42.9,40,54.54,0.7,78,74,0.02,1.8,2.49,2.63,,,
2021-01-16 01时,36.9,-5.36,8,42.58,39.72,58.4,0.69,76.8,74,0.02,1.77,2.5,2.59,,,
2021-01-16 02时,35.25,-5.3,8,42.32,39.56,59.77,0.68,76.8,74,0.02,1.77,2.46,2.55,,,
2021-01-16 03时,37.2,-6,9,42.13,39.54,66.52,0.72,82.8,79,0.02,1.91,2.42,2.53,,,
2021-01-16 04时,36.04,-6.21,9,42.53,39.96,68.92,0.74,86.4,82,0.02,1.99,2.38,2.51,,,
2021-01-16 05时,36.33,-6.5,9,42.82,40.26,68.9,0.74,86.4,82,0.02,1.99,2.38,2.51,,,
2021-01-16 06时,36.74,-6.72,9,42.78,40.18,68.83,0.75,86.4,80,0.02,1.99,2.41,2.6,,,
2021-01-16 07时,35.55,-6.85,9,42.64,40.06,68.65,0.74,84,82,0.02,1.94,2.45,2.51,,,
2021-01-16 08时,31.99,-5.61,9,42.6,38.98,56.3,0.74,84,81,0.02,1.94,2.45,2.54,,,
2021-01-16 09时,28.76,-3.85,9,43.06,37.05,34.57,0.8,85.2,83,0.02,1.97,2.61,2.68,143,1,
2021-01-16 10时,26.04,-0.76,5,42.48,36.14,16.72,0.52,48,47,0.01,1.11,3.01,3.07,133,1,
2021-01-16 11时,28.76,0.16,2,40.46,37.7,0.14,0.01,15.6,15,0,0.36,0.18,0.19,,,
2021-01-16 12时,18.56,1.65,1,41.76,41.79,0,0,1.2,1,0,0.03,0,0,,,
2021-01-16 13时,0,0,0,0,0,0,0,0,0,0,0,,,,,
2021-01-16 14时,0,-0.02,0,4.85,5.15,8.4,0.2,4.8,5,0,0.11,11.57,11.11,,,
2021-01-16 15时,0,-1.14,1,28.78,27.81,67.28,0.24,10.8,8,0.01,0.25,6.17,8.33,,,
2021-01-16 16时,26.27,-2.93,6,27.08,25.61,70.04,0.39,43.2,40,0.01,1,2.51,2.71,136,1,
2021-01-16 17时,40.37,-4.81,12,31.57,28.88,69.46,0.74,90,88,0.02,2.08,2.28,2.34,,,
2021-01-16 18时,42.41,-5.09,12,38.61,35.54,69.6,0.88,102,99,0.02,2.35,2.4,2.47,,,
2021-01-16 19时,41.57,-4.99,11,42.39,39.45,69.52,0.85,102,100,0.02,2.35,2.31,2.36,,,
2021-01-16 20时,40.72,-4.73,9,43.76,41.29,69.53,0.74,84,81,0.02,1.94,2.45,2.54,,,
2021-01-16 21时,43.07,-5,7,43.58,41.45,69.35,0.63,72,70,0.01,1.66,2.43,2.5,,,
2021-01-16 22时,44.55,-5.49,7,42.91,40.89,69.46,0.6,68.4,65,0.01,1.58,2.44,2.56,,,
2021-01-16 23时,44.74,-5.66,7,42.55,40.54,69.29,0.59,68.4,65,0.01,1.58,2.4,2.52,,,
2021-01-17 00时,44.56,-5.69,7,42.28,40.27,69.29,0.59,68.4,65,0.01,1.58,2.4,2.52,,,
2021-01-17 01时,43.44,-5.73,7,42.11,40.02,69.19,0.61,70.8,67,0.01,1.63,2.39,2.53,,,
2021-01-17 02时,43.86,-5.72,8,42.58,40.33,69.21,0.65,76.8,73,0.02,1.77,2.35,2.47,,,
2021-01-17 03时,44.67,-5.88,8,43.07,40.84,69.08,0.66,76.8,74,0.02,1.77,2.39,2.48,,,
2021-01-17 04时,45.64,-5.95,8,43.41,41.18,69.11,0.65,78,75,0.01,1.8,2.31,2.41,,,
2021-01-17 05时,47.16,-6.07,8,43.67,41.42,69.13,0.66,78,74,0.02,1.8,2.35,2.48,,,
2021-01-17 06时,50.46,-6.43,8,43.53,41.37,69.31,0.63,73.2,70,0.01,1.69,2.39,2.5,,,
2021-01-17 07时,52.2,-6.59,7,42.78,40.78,69.17,0.58,68.4,64,0.01,1.58,2.36,2.52,,,
2021-01-17 08时,50.41,-6.21,7,41.77,39.58,68.96,0.63,68.4,65,0.01,1.58,2.56,2.69,,,
2021-01-17 09时,42.05,-5.07,10,39.35,36.49,68.79,0.81,85.2,83,0.02,1.97,2.64,2.71,,,
2021-01-17 10时,34.56,-3.04,13,40.65,36.98,68.93,1.03,118.8,116,0.02,2.74,2.41,2.47,401,3,
2021-01-17 11时,27.95,-1.85,12,42.85,39.01,69.08,1.09,117.6,114,0.03,2.71,2.57,2.66,,,
2021-01-17 12时,25.44,-1.38,9,42.04,39.02,69.03,0.85,88.8,85,0.02,2.05,2.66,2.78,,,
2021-01-17 13时,24.54,-1.05,9,40.81,37.91,69.02,0.82,84,81,0.02,1.94,2.71,2.81,,,
2021-01-17 14时,21.27,-0.64,9,40.51,37.6,68.78,0.82,85.2,81,0.02,1.97,2.67,2.81,,,
2021-01-17 15时,25.54,-0.89,10,40.18,37.11,68.76,0.87,90,86,0.02,2.08,2.69,2.81,,,
2021-01-17 16时,27.59,-1.36,11,41.25,37.84,68.62,0.96,102,99,0.02,2.35,2.61,2.69,,,
2021-01-17 17时,27.37,-2.06,9,43.09,40.23,69.01,0.83,88.8,86,0.02,2.05,2.6,2.68,,,
2021-01-17 18时,26.27,-2.13,6,41.68,39.61,69.17,0.6,61.2,58,0.01,1.41,2.72,2.87,,,
2021-01-17 19时,25.49,-2.14,8,40.24,37.87,68.89,0.67,72,69,0.02,1.66,2.58,2.7,,,
2021-01-17 20时,25.55,-2.05,10,41.84,38.85,68.8,0.81,90,87,0.02,2.08,2.5,2.59,,,
2021-01-17 21时,26.24,-1.71,8,42.18,39.72,69.11,0.71,73.2,71,0.02,1.69,2.69,2.78,,,
2021-01-17 22时,26.33,-1.63,7,41.07,38.78,68.86,0.65,67.2,64,0.02,1.55,2.69,2.82,,,
2021-01-17 23时,26.04,-1.74,7,40.31,37.99,68.81,0.66,69.6,65,0.02,1.61,2.63,2.82,,,
2021-01-18 00时,24.93,-1.7,8,40.62,38.08,68.77,0.71,75.6,72,0.02,1.74,2.61,2.74,,,
2021-01-18 01时,24.48,-1.81,8,40.9,38.37,68.64,0.71,75.6,72,0.02,1.74,2.61,2.74,,,
2021-01-18 02时,23.65,-1.79,8,41.16,38.62,68.83,0.71,75.6,72,0.02,1.74,2.61,2.74,,,
2021-01-18 03时,23.09,-1.82,8,41.38,38.87,68.74,0.72,75.6,73,0.02,1.74,2.65,2.74,,,
2021-01-18 04时,23.47,-1.99,8,41.58,39.05,68.89,0.72,76.8,73,0.02,1.77,2.6,2.74,,,
2021-01-18 05时,23.12,-1.92,8,41.73,39.23,69.14,0.71,75.6,73,0.02,1.74,2.61,2.7,,,
2021-01-18 06时,21.76,-1.59,8,41.97,39.45,69.16,0.72,76.8,73,0.02,1.77,2.6,2.74,,,
2021-01-18 07时,20.72,-1.37,8,42.02,39.48,68.77,0.72,76.8,73,0.02,1.77,2.6,2.74,,,
2021-01-18 08时,17.67,-0.14,7,41.77,39.3,68.99,0.7,69.6,66,0.02,1.61,2.79,2.95,,,
2021-01-18 09时,15.39,1.51,8,39.48,36.75,68.79,0.77,72,69,0.02,1.66,2.97,3.1,,,
2021-01-18 10时,13.86,4.2,10,39.99,36.65,68.62,0.93,90,87,0.02,2.08,2.87,2.97,245,2,
2021-01-18 11时,13.43,5.85,9,41.33,38.38,68.76,0.8,78,75,0.02,1.8,2.85,2.96,244,2,
2021-01-18 12时,12.33,6.65,6,40.91,38.71,68.87,0.42,34.8,32,0.01,0.8,3.35,3.65,,,
2021-01-18 15时,14.17,5.37,5,38.48,36.43,68.47,0.25,24,22,0.01,0.55,2.89,3.16,,,
2021-01-18 16时,18.92,3.39,6,40,37.72,68.51,0.33,32.4,31,0.01,0.75,2.83,2.96,,,
2021-01-18 17时,25.08,1.38,5,41.86,39.95,68.95,0.52,55.2,52,0.01,1.27,2.62,2.78,,,
2021-01-18 18时,21.61,1.53,2,41.13,39.97,69.03,0.35,33.6,30,0.01,0.78,2.89,3.24,,,
2021-01-18 19时,20.83,1.48,3,39.65,38.34,68.82,0.38,40.8,37,0.01,0.94,2.59,2.85,,,
2021-01-18 20时,23.14,0.64,4,39.93,38.45,68.81,0.42,44.4,41,0.01,1.02,2.63,2.85,,,
2021-01-18 21时,27.93,-0.35,2,37.88,37.04,68.64,0.24,24,21,0.01,0.55,2.78,3.17,,,
2021-01-18 22时,29.48,-0.89,5,37.03,35.61,68.62,0.4,44.4,42,0.01,1.02,2.5,2.65,,,
2021-01-18 23时,33.82,-1.52,6,38.48,36.69,68.68,0.51,56.4,53,0.01,1.3,2.51,2.67,,,
2021-01-19 00时,35.36,-1.55,5,39.26,37.74,68.85,0.44,46.8,44,0.01,1.08,2.61,2.78,,,
2021-01-19 01时,37.64,-1.59,4,38.43,37.13,68.82,0.38,39.6,36,0.01,0.91,2.67,2.93,,,
2021-01-19 02时,39.09,-1.76,4,37.64,36.35,68.78,0.37,39.6,35,0.01,0.91,2.6,2.94,,,
2021-01-19 03时,39.14,-1.72,5,37.58,36.09,68.65,0.43,46.8,44,0.01,1.08,2.55,2.71,,,
2021-01-19 04时,43.51,-1.98,5,37.97,36.46,68.6,0.43,48,44,0.01,1.11,2.49,2.71,,,
2021-01-19 05时,46.26,-2.29,5,38.18,36.65,68.61,0.44,48,44,0.01,1.11,2.55,2.78,,,
2021-01-19 06时,42.74,-2.15,6,38.71,36.89,68.59,0.52,58.8,56,0.01,1.36,2.46,2.58,,,
2021-01-19 07时,40.8,-2.04,9,41.93,39.48,68.73,0.69,81.6,78,0.02,1.88,2.35,2.46,,,
2021-01-19 08时,41.78,-1.14,4,41.8,40.21,68.69,0.46,44.4,41,0.01,1.02,2.88,3.12,,,
2021-01-19 09时,46.15,-0.25,6,38.65,36.59,68.48,0.5,49.2,46,0.01,1.14,2.82,3.02,,,
2021-01-19 10时,47.31,1.43,8,39.33,37.3,76.18,0,0,0,0,0,,,136,1,
2021-01-19 11时,42.96,3.94,2,35.23,33.69,47.24,0.29,15.6,15,0.01,0.36,5.16,5.37,,,
2021-01-19 12时,43.13,3.97,7,32.62,29.49,45.6,0.58,51.6,49,0.01,1.19,3.12,3.29,,,
2021-01-19 13时,43.05,4,11,36.94,31.83,45.64,0.93,92.4,90,0.02,2.13,2.8,2.87,,,
2021-01-19 14时,40.73,4.52,9,40.37,35.49,45.78,0.89,80.4,78,0.02,1.86,3.07,3.17,,,
2021-01-19 15时,41.75,4.36,7,39.7,35.74,44.74,0.73,63.6,62,0.02,1.47,3.19,3.27,,,
2021-01-19 16时,47.86,3.17,7,38.8,34.92,45.42,0.68,60,59,0.02,1.38,3.15,3.2,,,
2021-01-19 17时,58.32,1.46,8,39.63,35.58,45.42,0.66,63.6,62,0.02,1.47,2.88,2.96,,,
2021-01-19 18时,61.27,1.01,8,40.51,36.58,45.37,0.73,73.2,71,0.02,1.69,2.77,2.86,477,2,
2021-01-19 19时,66.73,0.65,8,40.18,36.63,45.39,0.55,60,58,0.01,1.38,2.55,2.63,1729,6,
2021-01-19 20时,72.75,0.04,8,40.28,36.56,45.29,0.68,73.2,71,0.02,1.69,2.58,2.66,1229,4,
2021-01-19 21时,75.87,-0.03,5,38.22,35.64,45.17,0.48,45.6,42,0.01,1.05,2.92,3.17,1286,4,
2021-01-19 22时,80.55,-0.5,7,36.75,33.62,44.98,0.58,61.2,59,0.01,1.41,2.63,2.73,949,3,
2021-01-19 23时,85.96,-1.12,9,37.56,33.97,45.12,0.67,76.8,74,0.02,1.77,2.42,2.52,2570,8,
2021-01-20 00时,88.76,-1.38,10,39.14,35.31,45.1,0.71,84,81,0.02,1.94,2.35,2.43,3329,10,
2021-01-20 01时,87.77,-1.01,7,38.85,35.71,45.05,0.58,63.6,62,0.01,1.47,2.53,2.6,1974,6,
2021-01-20 02时,84.5,-0.3,7,37.75,34.75,44.97,0.56,58.8,57,0.01,1.36,2.65,2.73,2358,7,
2021-01-20 03时,85.06,-0.44,8,37.38,34.06,44.96,0.62,66,63,0.01,1.52,2.61,2.73,2390,7,
2021-01-20 04时,87.38,-0.98,9,37.97,34.32,45.05,0.67,76.8,74,0.02,1.77,2.42,2.52,1716,5,
2021-01-20 05时,85.04,-1.42,9,38.5,34.93,45.08,0.66,76.8,75,0.02,1.77,2.39,2.44,2386,7,
2021-01-20 06时,88.32,-1.79,9,38.96,35.46,44.95,0.65,78,75,0.02,1.8,2.31,2.41,2811,8,
2021-01-20 07时,89.68,-2.2,11,40.25,36.17,44.93,0.75,93.6,92,0.02,2.16,2.23,2.26,3516,10,
2021-01-20 08时,87.35,-1.92,11,41.73,37.43,45.16,0.8,94.8,92,0.02,2.19,2.34,2.42,3545,10,
2021-01-20 09时,80.27,-0.9,10,40.79,36.7,45.04,0.76,86.4,85,0.02,1.99,2.44,2.48,2436,7,
2021-01-20 10时,71.32,1.39,10,40.26,36,45.02,0.78,85.2,83,0.02,1.97,2.54,2.61,2986,9,
2021-01-20 11时,66.69,3.43,10,39.63,35.13,45,0.81,82.8,81,0.02,1.91,2.72,2.78,3212,10,
2021-01-20 12时,60.46,4.79,10,39.34,34.8,45.01,0.83,84,82,0.02,1.94,2.74,2.81,1834,6,
2021-01-20 13时,51.91,5.8,9,39.84,35.4,44.88,0.82,78,76,0.02,1.8,2.92,3,1373,5,
2021-01-20 14时,48.31,6.19,6,38.79,35.39,44.6,0.62,55.2,53,0.01,1.27,3.12,3.25,1413,5,
2021-01-20 15时,50.03,5.94,6,37.61,34.47,44.73,0.57,52.8,51,0.01,1.22,3,3.1,279,1,
2021-01-20 16时,58.94,3.93,7,37.55,34.59,44.55,0.54,55.2,53,0.01,1.27,2.72,2.83,1558,5,
2021-01-20 17时,69.63,0.43,9,39.88,35.95,44.85,0.72,79.2,76,0.02,1.83,2.53,2.63,592,2,
2021-01-20 18时,65.4,0.98,7,40.98,38.04,44.89,0.54,60,59,0.01,1.38,2.5,2.54,1580,5,
2021-01-20 19时,72.47,0.85,4,39.43,37.2,44.82,0.42,39.6,38,0.01,0.91,2.95,3.07,983,3,
2021-01-20 20时,75.61,0.82,6,38.12,35.53,44.82,0.47,50.4,49,0.01,1.16,2.59,2.66,961,3,
2021-01-20 21时,78.76,0.36,6,37.8,35.24,44.74,0.48,51.6,49,0.01,1.19,2.58,2.72,1665,5,
2021-01-20 22时,70.95,1.01,6,37.65,35.08,44.64,0.48,51.6,50,0.01,1.19,2.58,2.67,1307,4,
2021-01-20 23时,64.22,1.6,6,37.74,35.05,44.67,0.5,51.6,50,0.01,1.19,2.69,2.78,1258,4,
2021-01-21 00时,67.46,0.86,6,38.14,35.33,44.68,0.52,52.8,51,0.01,1.22,2.74,2.83,627,2,
2021-01-21 01时,74.75,0.53,6,37.69,35.22,44.58,0.41,46.8,45,0.01,1.08,2.43,2.53,2085,6,
2021-01-21 02时,71,0.91,6,37.46,34.89,44.77,0.42,44.4,44,0.01,1.02,2.63,2.65,2007,6,
2021-01-21 03时,63.06,2.2,6,37.61,34.8,44.73,0.52,52.8,50,0.01,1.22,2.74,2.89,581,2,
2021-01-21 04时,52.32,2.48,6,37.85,35.02,44.57,0.52,52.8,51,0.01,1.22,2.74,2.83,603,2,
2021-01-21 05时,48.83,3.22,6,38.12,35.37,44.66,0.51,49.2,48,0.01,1.14,2.88,2.95,681,2,
2021-01-21 06时,63.33,2.63,6,38,35.33,44.71,0.49,48,47,0.01,1.11,2.84,2.9,849,3,
2021-01-21 07时,70.45,1.77,8,39.07,35.73,44.74,0.61,68.4,66,0.01,1.58,2.48,2.57,1142,4,
2021-01-21 08时,51.3,3.17,7,40.16,36.95,44.69,0.58,60,58,0.01,1.38,2.69,2.78,1197,4,
2021-01-21 09时,66.48,3.78,5,37.6,35.01,44.74,0.48,39.6,37,0.01,0.91,3.37,3.6,1076,4,
2021-01-21 10时,70.72,3.22,8,35.75,31.97,44.65,0.68,67.2,66,0.02,1.55,2.81,2.86,2878,6,
2021-01-21 11时,68.41,4.86,12,36.81,32.15,44.62,0.82,96,93,0.02,2.22,2.37,2.45,2135,6,
2021-01-21 12时,57.24,7.05,9,39.14,34.76,44.65,0.78,74.4,72,0.02,1.72,2.91,3.01,1843,6,
2021-01-21 13时,51.18,7.04,6,37.06,33.96,44.47,0.56,49.2,46,0.01,1.14,3.16,3.38,340,1,
2021-01-21 14时,52.81,6.27,8,38.14,34.26,44.53,0.71,69.6,67,0.02,1.61,2.83,2.94,618,2,
2021-01-21 15时,55.18,5.89,8,39.34,35.79,44.61,0.64,66,64,0.01,1.52,2.69,2.78,1809,6,
2021-01-21 16时,56.47,5.54,5,39.75,36.7,44.62,0.59,50.4,48,0.01,1.16,3.25,3.41,562,2,
2021-01-21 17时,53.64,4.05,5,39.09,36.5,44.66,0.46,48,46,0.01,1.11,2.66,2.78,643,2,
2021-01-21 18时,50.56,3.89,6,39.9,36.95,44.79,0.53,54,52,0.01,1.25,2.73,2.83,362,1,
2021-01-21 19时,48.72,3.88,5,40.02,37.37,44.68,0.51,46.8,45,0.01,1.08,3.03,3.15,330,1,
2021-01-21 20时,48.26,3.74,4,39.47,37.26,44.74,0.42,38.4,37,0.01,0.89,3.04,3.15,,,
2021-01-21 21时,52.83,3.12,3,37.57,35.82,44.82,0.33,30,28,0.01,0.69,3.06,3.27,308,1,
2021-01-21 22时,58.33,2.54,5,37.5,34.98,44.58,0.46,45.6,43,0.01,1.05,2.8,2.97,,,
2021-01-21 23时,63.43,2.16,5,37.66,35.43,44.54,0.41,43.2,41,0.01,1,2.64,2.78,1560,5,
2021-01-22 00时,57.63,2.02,5,37.65,35.17,44.55,0.46,44.4,43,0.01,1.02,2.88,2.97,,,
2021-01-22 01时,59.4,1.89,5,37.94,35.53,44.57,0.44,44.4,42,0.01,1.02,2.75,2.91,592,2,
2021-01-22 02时,70.31,0.81,6,37.7,35.43,44.59,0.41,46.8,45,0.01,1.08,2.43,2.53,1630,5,
2021-01-22 03时,51.64,1.57,6,39.09,36.01,44.52,0.57,56.4,54,0.01,1.3,2.81,2.93,,,
2021-01-22 04时,47.67,1.81,4,38.62,36.44,44.61,0.4,37.2,35,0.01,0.86,2.99,3.17,,,
2021-01-22 05时,69.68,0.15,5,37.72,35.51,44.59,0.4,45.6,43,0.01,1.05,2.44,2.58,1191,4,
2021-01-22 06时,57.17,0.32,7,39.02,35.67,44.53,0.62,63.6,61,0.01,1.47,2.71,2.82,,,
2021-01-22 07时,79.32,-1.34,7,39.75,36.79,44.63,0.55,60,59,0.01,1.38,2.55,2.59,1860,6,
2021-01-22 08时,69.33,0.04,8,40.06,36.35,44.69,0.69,73.2,70,0.02,1.69,2.62,2.74,565,2,
2021-01-22 09时,51.54,2.68,8,39.41,35.56,44.54,0.7,69.6,67,0.02,1.61,2.79,2.9,1235,4,
2021-01-22 10时,49.45,4.54,8,39.07,35.1,44.54,0.72,74.4,71,0.02,1.72,2.69,2.82,1168,4,
2021-01-22 11时,38.38,6.89,7,39.7,35.94,44.44,0.69,61.2,59,0.02,1.41,3.13,3.25,752,4,
2021-01-22 12时,33.16,6.9,6,38.93,35.54,44.37,0.62,55.2,53,0.01,1.27,3.12,3.25,,,
2021-01-22 13时,28.15,6.74,6,38.69,35.35,44.46,0.59,54,52,0.01,1.25,3.03,3.15,154,1,
2021-01-22 14时,33.44,5.72,6,38.75,35.38,44.38,0.61,55.2,53,0.01,1.27,3.07,3.2,,,
2021-01-22 15时,39.68,3.87,6,38.65,35.33,44.51,0.61,56.4,53,0.01,1.3,3,3.2,,,
2021-01-22 16时,50.51,1.54,7,38.98,35.38,45.3,0.68,63.6,63,0.02,1.47,2.97,3,,,
2021-01-22 17时,55.22,0.68,7,40.71,37.35,45.3,0.62,64.8,62,0.01,1.5,2.66,2.78,,,
2021-01-22 18时,52.34,0.71,5,40.45,37.92,45.24,0.47,48,45,0.01,1.11,2.72,2.9,,,
2021-01-22 19时,36.4,1.31,5,39.96,37.48,45.29,0.46,46.8,45,0.01,1.08,2.73,2.84,,,
2021-01-22 20时,33.77,1.25,5,39.69,37.19,45.32,0.48,46.8,45,0.01,1.08,2.85,2.96,,,
2021-01-22 21时,33.95,1.23,4,39.23,36.88,45.35,0.45,42,40,0.01,0.97,2.98,3.12,,,
2021-01-22 22时,35.3,1,4,37.94,35.76,45.35,0.4,38.4,36,0.01,0.89,2.89,3.09,,,
2021-01-22 23时,34.6,0.79,5,37.16,34.87,45.35,0.43,42,39,0.01,0.97,2.84,3.06,,,
2021-01-23 00时,32.61,0.8,5,37.34,34.8,45.25,0.46,45.6,43,0.01,1.05,2.8,2.97,,,
2021-01-23 01时,33.48,0.68,5,37.46,34.92,45.3,0.47,45.6,43,0.01,1.05,2.86,3.04,,,
2021-01-23 02时,32.01,0.88,5,37.54,34.98,45.28,0.48,45.6,43,0.01,1.05,2.92,3.1,,,
2021-01-23 03时,34.79,0.33,6,37.88,35.14,45.25,0.51,50.4,49,0.01,1.16,2.81,2.89,,,
2021-01-23 04时,33.24,0.57,6,38.87,35.91,45.2,0.56,55.2,52,0.01,1.27,2.82,2.99,,,
2021-01-23 05时,32.9,0.56,6,39.47,36.65,45.25,0.53,51.6,49,0.01,1.19,2.85,3,,,
2021-01-23 06时,34.65,-0.06,5,39.11,36.59,45.31,0.47,45.6,44,0.01,1.05,2.86,2.97,,,
2021-01-23 07时,30.23,0.86,6,39.41,36.49,45.26,0.55,55.2,53,0.01,1.27,2.77,2.88,,,
2021-01-23 08时,27.95,1.83,6,39.56,36.39,45.4,0.59,55.2,53,0.01,1.27,2.97,3.09,,,
2021-01-23 09时,26.42,2.63,7,38.88,35.47,45.35,0.64,60,58,0.01,1.38,2.96,3.07,115,1,
2021-01-23 10时,25.02,5.18,7,39.26,35.76,45.45,0.66,62.4,60,0.02,1.44,2.94,3.06,316,3,
2021-01-23 11时,21.98,6.86,6,39.46,36.24,45.76,0.6,54,52,0.01,1.25,3.09,3.21,212,2,
2021-01-23 12时,21.25,7.6,5,38.71,35.91,45.78,0.53,45.6,44,0.01,1.05,3.23,3.35,104,1,
